# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	647375	648124	-							HI_0615	750		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	647375	648124	-	AAC22274.1			L-fucose operon activator (fucR)			HI_0615	750	249	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	648322	651093	+							HI_0616	2772		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	648322	651093	+	AAC22275.1			ATP-dependent helicase (hepA)			HI_0616	2772	923	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	651096	651755	+							HI_0617	660		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	651096	651755	+	AAC22276.1			conserved hypothetical protein			HI_0617	660	219	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	651782	652360	+							HI_0618	579		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	651782	652360	+	AAC22277.1			glp protein, putative			HI_0618	579	192	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	652390	653157	+							HI_0619	768		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	652390	653157	+	AAC22278.1			glycerol-3-phosphate regulon repressor (glpR)			HI_0619	768	255	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	653459	654280	-							HI_0620	822		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	653459	654280	-	AAC22279.1			28 kDa outer membrane protein (hlpA)			HI_0620	822	273	
gene	pseudogene	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	654319	655015	-							HI_0620.1	697		pseudo
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	654999	656036	-							HI_0621	1038		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	654999	656036	-	AAC22280.1			ABC transporter, ATP-binding protein			HI_0621	1038	345	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	656212	656766	+							HI_0621.1	555		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	656212	656766	+	AAC22281.1			conserved hypothetical protein			HI_0621.1	555	184	
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	657108	658646	+							HI_r10	1539		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	657108	658646	+				16S ribosomal RNA			HI_r10	1539		
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	659125	662021	+							HI_r11	2897		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	659125	662021	+				23S ribosomal RNA			HI_r11	2897		
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	662268	662382	+							HI_r12	115		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	662268	662382	+				5S ribosomal RNA			HI_r12	115		
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	662609	663118	+							HI_0622	510		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	662609	663118	+	AAC22282.1			polypeptide deformylase (def)			HI_0622	510	169	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	663211	664167	+							HI_0623	957		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	663211	664167	+	AAC22283.1			methionyl-tRNA formyltransferase (fmt)			HI_0623	957	318	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	664167	665522	+							HI_0624	1356		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	664167	665522	+	AAC22284.1			sun protein (sun)			HI_0624	1356	451	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	665535	666911	+							HI_0625	1377		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	665535	666911	+	AAC22285.1			TRK system potassium uptake protein (trkA)			HI_0625	1377	458	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	666984	667370	+							HI_0626	387		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	666984	667370	+	AAC22286.1			large conductance mechanosensitive channel (mscL)			HI_0626	387	128	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	667460	667717	+							HI_0627	258		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	667460	667717	+	AAC22287.1			conserved hypothetical protein			HI_0627	258	85	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	667825	668394	+							HI_0628	570		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	667825	668394	+	AAC22288.1			RNA polymerase sigma-E factor (rpoE)			HI_0628	570	189	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	668419	669006	+							HI_0629	588		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	668419	669006	+	AAC22289.1			sigma-E factor negative regulatory protein (mclA)			HI_0629	588	195	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	669086	670033	+							HI_0630	948		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	669086	670033	+	AAC22290.1			sigma-E factor regulatory protein (rseB)			HI_0630	948	315	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	670124	671059	-							HI_0631	936		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	670124	671059	-	AAC22291.1			pantothenate kinase (coaA)			HI_0631	936	311	
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	671379	671460	+							HI_t14	82		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	671379	671460	+				tRNA-Tyr			HI_t14	82		
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	671506	671577	+							HI_t15	72		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	671506	671577	+				tRNA-Gly			HI_t15	72		
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	671584	671656	+							HI_t16	73		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	671584	671656	+				tRNA-Thr			HI_t16	73		
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	671764	672948	+							HI_0632	1185		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	671764	672948	+	AAC22292.1			elongation factor Tu (tufB)			HI_0632	1185	394	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	673197	673493	+							HI_0633	297		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	673197	673493	+	AAC22297.1			predicted coding region HI0633			HI_0633	297	98	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	673496	674479	+							HI_0634	984		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	673496	674479	+	AAC22293.1			conserved hypothetical protein			HI_0634	984	327	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	674692	677553	-							HI_0635	2862		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	674692	677553	-	AAC22294.1			hemoglobin-binding protein			HI_0635	2862	953	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	678239	678529	-							HI_0636	291		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	678239	678529	-	AAC22295.1			conserved hypothetical protein			HI_0636	291	96	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	678551	679555	-							HI_0637	1005		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	678551	679555	-	AAC22296.1			tryptophanyl-tRNA synthetase (trpS)			HI_0637	1005	334	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	679684	680301	+							HI_0638	618		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	679684	680301	+	AAC22298.1			conserved hypothetical protein			HI_0638	618	205	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	680324	681694	+							HI_0639	1371		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	680324	681694	+	AAC22299.1			adenylosuccinate lyase (purB)			HI_0639	1371	456	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	681966	682457	+							HI_0640	492		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	681966	682457	+	AAC22300.1			ribosomal protein L10 (rpL10)			HI_0640	492	163	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	682512	682883	+							HI_0641	372		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	682512	682883	+	AAC22301.1			ribosomal protein L7/L12 (rpL7/L12)			HI_0641	372	123	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	683043	684413	+							HI_0642	1371		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	683043	684413	+	AAC22302.1			UDP-N-acetylglucosamine pyrophosphorylase (glmU)			HI_0642	1371	456	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	685466	687943	-							HI_0643	2478		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	685466	687943	-	AAC22303.1			biotin sulfoxide reductase (bisC)			HI_0643	2478	825	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	687976	689082	-							HI_0644	1107		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	687976	689082	-	AAC22304.1			cytochrome C-type protein (yecK)			HI_0644	1107	368	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	689231	690172	-							HI_0645	942		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	689231	690172	-	AAC22305.1			lysophospholipase L2 (pldB)			HI_0645	942	313	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	690227	691342	-							HI_0646	1116		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	690227	691342	-	AAC22306.1			aspartate-semialdehyde dehydrogenase (asd)			HI_0646	1116	371	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	691501	692217	-							HI_0647	717		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	691501	692217	-	AAC22307.1			transport protein, putative			HI_0647	717	238	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	692495	693121	-							HI_0648	627		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	692495	693121	-	AAC22308.1			modulator of drug activity B (mdaB)			HI_0648	627	208	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	693363	695375	-							HI_0649	2013		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	693363	695375	-	AAC22309.1			ATP-dependent DNA helicase (rep)			HI_0649	2013	670	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	695381	695593	-							HI_0650	213		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	695381	695593	-	AAC22318.1			predicted coding region HI0650			HI_0650	213	70	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	695590	696060	-							HI_0651	471		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	695590	696060	-	AAC22310.1			lipopolysaccharide core biosynthesis protein (kdtB)			HI_0651	471	156	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	696057	697340	-							HI_0652	1284		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	696057	697340	-	AAC22311.1			3-deoxy-d-manno-octulosonic-acid transferase (kdtA)			HI_0652	1284	427	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	697403	698167	+							HI_0653	765		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	697403	698167	+	AAC22312.1			lipopolysaccharide biosynthesis protein			HI_0653	765	254	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	698164	698721	-							HI_0654	558		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	698164	698721	-	AAC22313.1			DNA-3-methyladenine glycosidase I (tagI)			HI_0654	558	185	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	698718	699536	-							HI_0655	819		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	698718	699536	-	AAC22314.1			shikimate 5-dehydrogenase (aroE)			HI_0655	819	272	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	699540	700091	-							HI_0656	552		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	699540	700091	-	AAC22315.1			conserved hypothetical protein			HI_0656	552	183	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	700107	700643	-							HI_0656.1	537		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	700107	700643	-	AAC22316.1			conserved hypothetical protein			HI_0656.1	537	178	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	700653	702569	-							HI_0658	1917		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	700653	702569	-	AAC22317.1			ABC transporter, ATP-binding protein			HI_0658	1917	638	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	702730	703026	-							HI_0659	297		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	702730	703026	-	AAC22323.1			predicted coding region HI0659			HI_0659	297	98	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	703019	703378	-							HI_0660	360		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	703019	703378	-	AAC22324.1			predicted coding region HI0660			HI_0660	360	119	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	703648	706680	-							HI_0661	3033		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	703648	706680	-	AAC22319.1			hemoglobin-binding protein			HI_0661	3033	1010	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	707228	708910	+							HI_0663	1683		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	707228	708910	+	AAC22320.1			ATP-binding transport protein (cydD)			HI_0663	1683	560	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	708903	710561	+							HI_0664	1659		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	708903	710561	+	AAC22321.1			ABC transporter, ATP-binding protein			HI_0664	1659	552	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	710645	711676	-							HI_0665	1032		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	710645	711676	-	AAC22325.1			predicted coding region HI0665			HI_0665	1032	343	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	711673	711993	-							HI_0666	321		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	711673	711993	-	AAC22326.1			predicted coding region HI0666			HI_0666	321	106	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	711981	712289	-							HI_0666.1	309		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	711981	712289	-	AAC22327.1			predicted coding region HI0666.1			HI_0666.1	309	102	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	712489	713490	-							HI_0667	1002		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	712489	713490	-	AAC22322.1			glpX protein (glpX)			HI_0667	1002	333	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	713652	713870	+							HI_0668	219		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	713652	713870	+	AAC22328.1			conserved hypothetical protein			HI_0668	219	72	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	713967	714407	+							HI_0669	441		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	713967	714407	+	AAC22329.1			mioC protein (mioC)			HI_0669	441	146	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	714404	714838	+							HI_0670	435		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	714404	714838	+	AAC22330.1			conserved hypothetical protein			HI_0670	435	144	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	715140	715616	-							HI_0671	477		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	715140	715616	-	AAC22331.1			conserved hypothetical protein			HI_0671	477	158	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	715613	716290	-							HI_0672	678		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	715613	716290	-	AAC22332.1			conserved hypothetical protein			HI_0672	678	225	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	716290	716568	-							HI_0673	279		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	716290	716568	-	AAC22333.1			conserved hypothetical protein			HI_0673	279	92	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	716691	717158	-							HI_0674	468		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	716691	717158	-	AAC22334.1			xanthine-guanine phosphoribosyltransferase (gptA)			HI_0674	468	155	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	717269	718723	+							HI_0675	1455		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	717269	718723	+	AAC22335.1			aminoacyl-histidine dipeptidase (pepD)			HI_0675	1455	484	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	718776	719663	-							HI_0676	888		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	718776	719663	-	AAC22336.1			integrase/recombinase (xerC)			HI_0676	888	295	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	719657	720097	-							HI_0677	441		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	719657	720097	-	AAC22341.1			predicted coding region HI0677			HI_0677	441	146	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	720263	721054	+							HI_0678	792		
